Transaction_ID,Date,Customer_ID,Customer_Segment,Region,City,Product_ID,Product,Category,Quantity,Unit_Price,Discount_Percent,Payment_Method,Sales_Channel,Customer_Rating,Delivery_Days,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit
T00091,2026-07-15,C0148,Regular,South,Chennai,P004,Keyboard,Electronics,3,2929.62,0.0,Credit Card,Marketplace,4.3,3,8788.86,0.0,8788.86,6600,2188.86
T00092,2026-07-11,C0029,Regular,East,Bhubaneswar,P004,Keyboard,Electronics,3,2403.17,20.0,Debit Card,Website,5.0,4,7209.51,1441.9,5767.61,6600,-832.39
T00093,2026-02-08,C0015,Budget,East,Bhubaneswar,P002,Smartphone,Electronics,2,37378.94,0.0,,Website,4.3,5,74757.88,0.0,74757.88,56000,18757.88
T00094,2026-01-21,C0047,Regular,North,Lucknow,P003,Headphones,Electronics,6,3586.51,10.0,Debit Card,Marketplace,3.8,7,21519.06,2151.91,19367.15,19200,167.15
T00095,2026-01-12,C0018,Budget,South,Chennai,P009,Coffee Maker,Home Appliances,1,5460.18,0.0,Debit Card,Marketplace,4.2,4,5460.18,0.0,5460.18,4800,660.18
T00096,2026-06-30,C0024,Budget,West,Ahmedabad,P005,Office Chair,Furniture,2,8461.62,15.0,Debit Card,Website,5.0,7,16923.24,2538.49,14384.75,15600,-1215.25
T00097,2026-04-27,C0130,Budget,South,Bengaluru,P002,Smartphone,Electronics,2,30725.42,10.0,Debit Card,Marketplace,3.9,2,61450.84,6145.08,55305.76,56000,-694.24
T00098,2026-04-12,C0136,Regular,East,Bhubaneswar,P005,Office Chair,Furniture,3,9038.24,15.0,Debit Card,Website,4.0,2,27114.72,4067.21,23047.51,23400,-352.49
T00099,2026-08-21,C0077,Premium,East,Kolkata,P006,Study Table,Furniture,1,7242.5,10.0,Credit Card,Marketplace,4.4,2,7242.5,724.25,6518.25,6200,318.25
T00100,2026-01-09,C0006,Regular,West,Pune,P002,Smartphone,Electronics,1,35051.41,15.0,UPI,Mobile App,4.3,5,35051.41,5257.71,29793.7,28000,1793.7
T00101,2026-01-22,C0127,Regular,West,Pune,P007,Backpack,Fashion,2,2265.16,10.0,UPI,Website,5.0,3,4530.32,453.03,4077.29,3600,477.29
T00102,2026-06-22,C0136,Budget,East,Kolkata,P005,Office Chair,Furniture,3,9116.91,10.0,Cash,Mobile App,5.0,4,27350.73,2735.07,24615.66,23400,1215.66
T00103,2026-08-31,C0035,Regular,East,Bhubaneswar,P004,Keyboard,Electronics,2,2669.01,0.0,UPI,Marketplace,4.7,3,5338.02,0.0,5338.02,4400,938.02
T00104,2026-09-07,C0117,Regular,East,Bhubaneswar,P010,Air Fryer,Home Appliances,1,9461.51,10.0,Net Banking,Marketplace,3.9,6,9461.51,946.15,8515.36,7200,1315.36
T00105,2026-01-21,C0143,Regular,South,Hyderabad,P003,Headphones,Electronics,2,3787.64,10.0,Credit Card,Mobile App,4.2,3,7575.28,757.53,6817.75,6400,417.75
T00106,2026-03-25,C0130,Premium,South,Chennai,P002,Smartphone,Electronics,2,34722.46,10.0,UPI,Website,3.2,6,69444.92,6944.49,62500.43,56000,6500.43
T00107,2026-03-21,C0093,Regular,West,Mumbai,P003,Headphones,Electronics,1,4219.53,10.0,UPI,Mobile App,4.4,1,4219.53,421.95,3797.58,3200,597.58
T00108,2026-06-14,C0049,Budget,East,Bhubaneswar,P002,Smartphone,Electronics,1,35807.2,,Net Banking,Mobile App,4.1,6,35807.2,5371.08,30436.12,28000,2436.12
T00109,2026-01-01,C0119,Regular,South,Chennai,P010,Air Fryer,Home Appliances,1,8225.32,0.0,Cash,Marketplace,4.1,1,8225.32,0.0,8225.32,7200,1025.32
T00110,2026-08-05,C0050,Budget,North,Jaipur,P004,Keyboard,Electronics,2,2783.46,0.0,Debit Card,Mobile App,3.4,5,5566.92,0.0,5566.92,4400,1166.92
T00111,2026-05-09,C0008,Premium,North,Delhi,P002,Smartphone,Electronics,5,35780.72,5.0,Cash,Marketplace,4.5,2,178903.6,8945.18,169958.42,140000,29958.42
T00112,2026-08-20,C0113,Premium,West,Ahmedabad,P007,Backpack,Fashion,2,2244.27,20.0,UPI,Mobile App,3.3,5,4488.54,897.71,3590.83,3600,-9.17
T00113,2026-07-11,C0063,Budget,East,Kolkata,P007,Backpack,Fashion,2,2113.41,5.0,UPI,Marketplace,,4,4226.82,211.34,4015.48,3600,415.48
T00114,2026-03-23,C0141,Budget,South,Hyderabad,P009,Coffee Maker,Home Appliances,2,5607.83,15.0,Debit Card,Marketplace,3.0,2,11215.66,1682.35,9533.31,9600,-66.69
T00115,2026-04-03,C0049,Regular,East,Kolkata,P003,Headphones,Electronics,2,3798.29,15.0,Debit Card,Website,4.1,3,7596.58,1139.49,6457.09,6400,57.09
T00116,2026-04-27,C0012,Premium,East,Bhubaneswar,P008,Running Shoes,Fashion,2,4292.53,25.0,,Website,2.4,3,8585.06,2146.26,6438.8,7000,-561.2
T00117,2026-04-27,C0124,Budget,South,Chennai,P008,Running Shoes,Fashion,6,3797.23,5.0,Credit card,Marketplace,3.5,3,22783.38,1139.17,21644.21,21000,644.21
T00118,2026-05-24,C0106,Regular,South,Bengaluru,P003,Headphones,Electronics,2,4149.81,10.0,Credit Card,Website,3.3,4,8299.62,829.96,7469.66,6400,1069.66
T00119,2026-02-05,C0084,Regular,West,Ahmedabad,P006,Study Table,Furniture,3,6874.91,10.0,UPI,Website,3.3,4,20624.73,2062.47,18562.26,18600,-37.74
T00120,2026-01-10,C0122,Regular,North,Jaipur,P009,Coffee Maker,Home Appliances,5,5479.59,5.0,Credit Card,Marketplace,3.2,3,27397.95,1369.9,26028.05,24000,2028.05
T00121,2026-06-13,C0069,Premium,,Pune,P008,Running Shoes,Fashion,4,4414.5,15.0,Debit Card,Marketplace,5.0,1,17658.0,2648.7,15009.3,14000,1009.3
T00122,2026-03-19,C0077,Regular,North,Delhi,P007,Backpack,Fashion,3,2209.69,5.0,UPI,Marketplace,4.3,2,6629.07,331.45,6297.62,5400,897.62
T00123,2026-01-19,C0068,Regular,South,Chennai,P005,Office Chair,Furniture,3,8457.32,5.0,Credit Card,Marketplace,3.5,6,25371.96,1268.6,24103.36,23400,703.36
T00124,2026-09-26,C0049,Budget,East,Patna,P004,Keyboard,Electronics,2,2580.07,10.0,Net Banking,Marketplace,4.2,1,5160.14,516.01,4644.13,4400,244.13
T00125,2026-05-10,C0002,Regular,West,Pune,P007,Backpack,Fashion,1,2166.03,5.0,Debit Card,Mobile App,3.5,4,2166.03,108.3,2057.73,1800,257.73
T00126,2026-06-07,C0121,Budget,East,Kolkata,P002,Smartphone,Electronics,3,31759.06,10.0,Net Banking,Website,4.7,5,95277.18,9527.72,85749.46,84000,1749.46
T00127,2026-09-05,C0108,Regular,West,Mumbai,P002,Smartphone,Electronics,6,30391.4,15.0,Cash,Website,4.5,3,182348.4,27352.26,154996.14,168000,-13003.86
T00128,2026-05-31,C0114,Regular,West,Mumbai,P009,Coffee Maker,Home Appliances,4,6102.53,0.0,UPI,Website,4.1,5,24410.12,0.0,24410.12,19200,5210.12
T00129,2026-05-23,C0086,Regular,South,Chennai,P005,Office Chair,Furniture,20,9510.02,20.0,Net Banking,Website,3.7,6,28530.06,5706.01,22824.05,23400,-575.95
T00130,2026-06-12,C0066,Premium,West,Pune,P008,Running Shoes,Fashion,1,3980.32,15.0,Debit Card,Website,4.0,4,3980.32,597.05,3383.27,3500,-116.73
T00131,2026-08-26,C0125,Regular,West,Mumbai,P005,Office Chair,Furniture,2,9701.02,0.0,Debit Card,Website,3.8,2,19402.04,0.0,19402.04,15600,3802.04
T00132,2026-05-08,C0096,Regular,North,Jaipur,P005,Office Chair,Furniture,1,8592.41,15.0,Net Banking,Mobile App,4.2,2,8592.41,1288.86,7303.55,7800,-496.45
T00133,2026-09-23,C0089,Premium,North,Jaipur,P007,Backpack,Fashion,2,2131.82,10.0,Debit Card,Mobile App,3.0,6,4263.64,426.36,3837.28,3600,237.28
T00134,2026-03-21,C0144,Premium,South,Bengaluru,P002,Smartphone,Electronics,1,32532.76,0.0,Net Banking,Mobile App,3.5,3,32532.76,0.0,32532.76,28000,4532.76
T00135,2026-04-26,C0062,Regular,North,Delhi,P007,Backpack,Fashion,2,2151.08,0.0,Debit Card,Website,4.8,3,4302.16,0.0,4302.16,3600,702.16
T00136,2026-08-18,C0079,Regular,East,Bhubaneswar,P010,Air Fryer,Home Appliances,1,8036.11,,Credit Card,Website,,6,8036.11,803.61,7232.5,7200,32.5
T00137,2026-07-07,C0139,Regular,West,Mumbai,P010,Air Fryer,Home Appliances,4,9641.42,10.0,Net Banking,Website,3.7,5,38565.68,3856.57,34709.11,28800,5909.11
T00138,2026-04-23,C0105,Premium,East,Patna,P004,Keyboard,Electronics,2,2648.91,15.0,UPI,Marketplace,4.2,4,5297.82,794.67,4503.15,4400,103.15
T00139,2026-03-20,C0145,Premium,South,Bengaluru,P009,Coffee Maker,Home Appliances,2,5684.71,10.0,Cash,Website,4.1,7,11369.42,1136.94,10232.48,9600,632.48
T00140,2026-06-01,C0017,Budget,East,Kolkata,P001,Laptop,Electronics,3,65412.86,15.0,Cash,Website,4.2,4,196238.58,29435.79,166802.79,156000,10802.79
T00141,2026-01-08,C0064,Regular,West,Ahmedabad,P007,Backpack,Fashion,1,2028.62,0.0,Net Banking,Marketplace,3.6,5,2028.62,0.0,2028.62,1800,228.62
T00142,2026-06-18,C0122,Regular,West,Ahmedabad,P002,Smartphone,Electronics,1,34889.5,15.0,Credit Card,Website,4.0,2,34889.5,5233.42,29656.08,28000,1656.08
T00143,2026-01-11,C0010,Regular,North,Delhi,P006,Study Table,Furniture,3,8054.9,15.0,Credit Card,Website,3.3,1,24164.7,3624.7,20540.0,18600,1940.0
T00144,2026-06-23,C0113,Regular,South,Bengaluru,P002,Smartphone,Electronics,1,37258.08,15.0,Debit Card,Mobile App,4.5,3,37258.08,5588.71,31669.37,28000,3669.37
T00145,2026-08-26,C0135,Premium,South,Hyderabad,P003,Headphones,Electronics,3,3853.91,15.0,Debit Card,Website,3.5,6,11561.73,1734.26,9827.47,9600,227.47
T00146,2026-04-05,C0088,Regular,South,Bengaluru,P002,Smartphone,Electronics,1,35728.41,15.0,Debit Card,Mobile App,4.4,7,35728.41,5359.26,30369.15,28000,2369.15
T00147,2026-04-21,C0136,Regular,North,Lucknow,P007,Backpack,Fashion,4,2253.24,15.0,UPI,Mobile App,3.8,5,9012.96,1351.94,7661.02,7200,461.02
T00148,2026-08-07,C0066,Regular,North,Jaipur,P007,Backpack,Fashion,2,2304.78,15.0,upi,Mobile App,4.8,4,4609.56,691.43,3918.13,3600,318.13
T00149,2026-08-31,C0070,Budget,West,Mumbai,P001,Laptop,Electronics,3,66811.82,15.0,Cash,Website,5.0,1,200435.46,30065.32,170370.14,156000,14370.14
T00150,2026-07-21,C0038,Premium,West,Pune,P006,Study Table,Furniture,2,7386.73,15.0,Net Banking,Mobile App,4.1,2,14773.46,2216.02,12557.44,12400,157.44
T00151,2026-09-11,C0024,Regular,South,Chennai,P008,Running Shoes,Fashion,1,3993.04,15.0,Credit Card,Mobile App,3.4,5,3993.04,598.96,3394.08,3500,-105.92
